question_id,local_question,en_question,local_answer_valid,en_answer_valid,country,control_prompts,persona_prompts,language_prompts,control_output,persona_output,language_output
New-su-17,¿Qué instalaciones deportivas suele haber en los parques de España?,What sports facilities are generally available in parks in Spain?,"['carril de bicicleta', 'carril bici', 'aparatos de gimnasia', 'cancha de fútbol/baloncesto', 'gimnasia', 'pistas de fútbol', 'campos de fútbol', 'estadios']","['bicycle lane', 'gym equipment', 'soccer/basketball court', 'gymnastics', 'soccer fields', 'stadiums']",Spain,What sports facilities are generally available in parks in Spain? Provide a single answer without any explanations.,"As a person from Spain, what sports facilities are generally available in parks in Spain? Provide a single answer without any explanations.",¿Qué instalaciones deportivas suele haber en los parques de España? Provide a single answer without any explanations.,"Tennis courts, basketball courts, and playgrounds.","Tennis courts, basketball courts, and playgrounds.","Pistas de fútbol, canchas de baloncesto, campos de fútbol sala, pistas de atletismo, canchas de voleibol, pistas de tenis, y áreas para juegos y recreación."
New-su-21,¿Cuáles son las actividades que los mayores suelen hacer en los parques en España?,What are the common activities that seniors usually do in parks in Spain?,"['petanca', 'jugar petanca', 'deporte', 'tomar el sol', 'leer', 'descansar', 'pasear', 'charlar', 'gimnasios al aire libre']","['boules', 'play pétanque', 'sport', 'sunbathe', 'read', 'rest', 'to walk', 'chat', 'outdoor gyms']",Spain,What are the common activities that seniors usually do in parks in Spain? Provide a single answer without any explanations.,"As a person from Spain, what are the common activities that seniors usually do in parks in Spain? Provide a single answer without any explanations.",¿Cuáles son las actividades que los mayores suelen hacer en los parques en España? Provide a single answer without any explanations.,"Seniors in Spain often enjoy leisurely walks, picnics, birdwatching, and socializing with neighbors at park benches.","Seniors in Spain often enjoy leisurely walks, picnics, reading books, playing chess or other board games, and socializing with friends or family in parks.","Los mayores en España suelen disfrutar de paseos tranquilos, juegos tradicionales como la petanca o el dominó, lectura en bancos, observación de aves, y participación en actividades comunitarias como talleres de artesanía o clases de baile."
New-su-24,¿Qué deportes suelen practicar juntos padres e hijos en España?,What sports do parents and children commonly play together in Spain?,"['fútbol', 'balonpié (balompié)', 'pádel', 'tenis']","['soccer', 'padel', 'tennis']",Spain,What sports do parents and children commonly play together in Spain? Provide a single answer without any explanations.,"As a person from Spain, what sports do parents and children commonly play together in Spain? Provide a single answer without any explanations.",¿Qué deportes suelen practicar juntos padres e hijos en España? Provide a single answer without any explanations.,"Football, beach volleyball, and tennis are popular sports for parents and children in Spain.",Football (soccer),El fútbol y el baloncesto.
New-su-28,¿Qué color se asocia con la selección nacional de fútbol de España?,What color is associated with the national soccer team of Spain?,"['rojo', 'amarillo']","['red', 'yellow']",Spain,What color is associated with the national soccer team of Spain? Provide a single answer without any explanations.,"As a person from Spain, what color is associated with the national soccer team of Spain? Provide a single answer without any explanations.",¿Qué color se asocia con la selección nacional de fútbol de España? Provide a single answer without any explanations.,Red and white.,Red,Rojo y blanco.
New-su-33,¿Cuál es el código de vestimenta común para los profesores de escuela en España?,What is the common dress code for school teachers in Spain?,"['informal', 'casual', 'visten ropa casual', 'ropa casual', 'ropa formal cómoda']","['informal', 'casual', 'wear casual clothes.', 'casual clothes', 'comfortable formal wear']",Spain,What is the common dress code for school teachers in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the common dress code for school teachers in Spain? Provide a single answer without any explanations.",¿Cuál es el código de vestimenta común para los profesores de escuela en España? Provide a single answer without any explanations.,"Formal attire, typically including a suit or a dress, is common for school teachers in Spain.","Formal attire, often including a suit or a dress, is common for school teachers in Spain.","El código de vestimenta común para los profesores de escuela en España es formal, con trajes o vestidos elegantes, y en algunos casos, corbata."
New-su-34,¿Cuál es la actividad extracurricular relacionada con la música más popular en las escuelas de España?,What is the most popular extracurricular activity related to music in schools in Spain?,"['piano', 'danza', 'baile', 'banda', 'coro', 'violin']","['piano', 'dance', 'band', 'choir', 'violin']",Spain,What is the most popular extracurricular activity related to music in schools in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the most popular extracurricular activity related to music in schools in Spain? Provide a single answer without any explanations.",¿Cuál es la actividad extracurricular relacionada con la música más popular en las escuelas de España? Provide a single answer without any explanations.,Singing in choirs.,Singing in choirs.,Coro escolar.
New-su-42,¿Qué religión se enseña principalmente en las escuelas en España?,What religion is mainly taught in schools in Spain?,"['católica', 'catolicismo', 'cristianismo']","['catholic', 'catholicism', 'christianity']",Spain,What religion is mainly taught in schools in Spain? Provide a single answer without any explanations.,"As a person from Spain, what religion is mainly taught in schools in Spain? Provide a single answer without any explanations.",¿Qué religión se enseña principalmente en las escuelas en España? Provide a single answer without any explanations.,Catholicism.,Catholicism.,El catolicismo.
New-su-45,"¿En qué fecha se celebra el Día de la Educación en España? (Indica en formato MM/DD (por ejemplo, 12/31).)","What date is Education Day celebrated in Spain? (Provide in MM/DD format (e.g., 12/31).)","['01/24', 'enero de 2024']",['01/24'],Spain,"What date is Education Day celebrated in Spain? (Provide in MM/DD format (e.g., 12/31).) Provide a single answer without any explanations.","As a person from Spain, what date is Education Day celebrated in Spain? (Provide in MM/DD format (e.g., 12/31).) Provide a single answer without any explanations.","¿En qué fecha se celebra el Día de la Educación en España? (Indica en formato MM/DD (por ejemplo, 12/31).) Provide a single answer without any explanations.",11/05,11/05,10/05
New-su-50,¿Cuál es el principal trabajo de las personas en las zonas montañosas de España?,What is the main occupation of people in mountainous areas in Spain?,"['ganadero', 'ganadería', 'la madera', 'pastoreo', 'agricultura', 'vigilante forestal', 'agente forestal']","['cattle farmer', 'livestock farming', 'the wood', 'grazing', 'agriculture', 'forest ranger']",Spain,What is the main occupation of people in mountainous areas in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the main occupation of people in mountainous areas in Spain? Provide a single answer without any explanations.",¿Cuál es el principal trabajo de las personas en las zonas montañosas de España? Provide a single answer without any explanations.,Tourism.,Tourism.,La ganadería y la agricultura son las principales actividades económicas en las zonas montañosas de España.
New-su-51,¿Cuál es el principal trabajo de las personas en las zonas costeras de España?,What is the main occupation of people in coastal areas in Spain?,"['camarero', 'camareros', 'hostelería', 'turismo / hostelería', 'camareras de piso', 'turismo']","['waiter', 'waiters', 'hospitality', 'tourism / hospitality', 'housekeepers', 'tourism']",Spain,What is the main occupation of people in coastal areas in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the main occupation of people in coastal areas in Spain? Provide a single answer without any explanations.",¿Cuál es el principal trabajo de las personas en las zonas costeras de España? Provide a single answer without any explanations.,Fishing.,Fishing.,Pesca y turismo.
New-su-57,¿Cuál es el ganado más criado en España?,What is the most common livestock raised in Spain?,"['ganado porcino', 'cerdos', 'bovino', 'toro', 'vacas']","['pig livestock', 'pigs', 'bovine', 'bull', 'cows']",Spain,What is the most common livestock raised in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the most common livestock raised in Spain? Provide a single answer without any explanations.",¿Cuál es el ganado más criado en España? Provide a single answer without any explanations.,Cattle.,Cattle.,Ganado vacuno.
New-su-58,¿Qué animales se utilizan comúnmente para la agricultura en España?,What animals are commonly used for agriculture in Spain?,"['cerdo', 'ovejas', 'borrego', 'oveja', 'vacas', 'vaca', 'bueyes', 'asnos', 'burras', 'ninguno']","['pig', 'sheep', 'cows', 'cow', 'oxen', 'donkeys', 'female donkeys', 'none']",Spain,What animals are commonly used for agriculture in Spain? Provide a single answer without any explanations.,"As a person from Spain, what animals are commonly used for agriculture in Spain? Provide a single answer without any explanations.",¿Qué animales se utilizan comúnmente para la agricultura en España? Provide a single answer without any explanations.,"Goats, sheep, cattle, pigs, chickens, and bees.","Cattle, sheep, pigs, chickens, and goats.","El ganado vacuno, ovino, caprino, porcino y avícola."
New-su-59,¿Qué suelen llevar los agricultores en España para protegerse del calor mientras trabajan en el campo?,What do farmers in Spain typically wear to protect themselves from the heat whilst farming?,"['sombrero', 'gorra', 'mono de trabajo', 'sombrero de paja']","['hat', 'cap', 'work jumpsuit', 'straw hat']",Spain,What do farmers in Spain typically wear to protect themselves from the heat whilst farming? Provide a single answer without any explanations.,"As a person from Spain, what do farmers in Spain typically wear to protect themselves from the heat whilst farming? Provide a single answer without any explanations.",¿Qué suelen llevar los agricultores en España para protegerse del calor mientras trabajan en el campo? Provide a single answer without any explanations.,"Farmers in Spain typically wear lightweight, breathable clothing such as cotton shirts, long-sleeved shirts, and loose-fitting trousers to protect themselves from the heat.","Farmers in Spain typically wear lightweight, breathable clothing such as cotton shirts, long-sleeved shirts, and wide-brimmed hats to protect themselves from the heat.","Los agricultores suelen llevar sombreros, gorras, ropa ligera y gafas de sol para protegerse del calor mientras trabajan en el campo."
New-su-60,¿Qué suelen comer los granjeros en España para almorzar?,What do farmers in Spain usually eat for lunch?,"['bocadillos', 'bocadillo', 'cocido de habas', 'cocido de lentejas', 'cocido']","['sandwiches', 'sandwich', 'broad bean stew', 'lentil stew', 'stew']",Spain,What do farmers in Spain usually eat for lunch? Provide a single answer without any explanations.,"As a person from Spain, what do farmers in Spain usually eat for lunch? Provide a single answer without any explanations.",¿Qué suelen comer los granjeros en España para almorzar? Provide a single answer without any explanations.,Paella.,Paella.,"Pan con tomate, jamón y queso."
New-su-71,¿Qué regalos suelen dar los padres a sus hijos por sus cumpleaños en España?,What gifts do parents generally give to their children for their birthdays in Spain?,"['juguetes', 'tablet', 'videoconsolas', 'videojuegos', 'ropa']","['toys', 'tablet', 'game consoles', 'video games', 'clothes']",Spain,What gifts do parents generally give to their children for their birthdays in Spain? Provide a single answer without any explanations.,"As a person from Spain, what gifts do parents generally give to their children for their birthdays in Spain? Provide a single answer without any explanations.",¿Qué regalos suelen dar los padres a sus hijos por sus cumpleaños en España? Provide a single answer without any explanations.,"Gifts like toys, books, clothing, or gadgets.","A ""cesta de regalos"" (gift basket) filled with traditional Spanish treats like churros, chocolate, and jamón ibérico.","Juguetes, videojuegos, libros, ropa, accesorios tecnológicos, y productos de cuidado personal."
New-su-75,¿Qué vehículos suelen tener la mayoría de las familias en España?,What type of vehicle do most families in Spain generally own?,"['auto', 'coches', 'coche']","['cars', 'car']",Spain,What type of vehicle do most families in Spain generally own? Provide a single answer without any explanations.,"As a person from Spain, what type of vehicle do most families in Spain generally own? Provide a single answer without any explanations.",¿Qué vehículos suelen tener la mayoría de las familias en España? Provide a single answer without any explanations.,Sedan cars.,A family car.,Los coches familiares.
New-su-77,¿Qué se suele dar a los niños durante el Eid en España?,What is usually given to the children during Eid in Spain?,[],[],Spain,What is usually given to the children during Eid in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is usually given to the children during Eid in Spain? Provide a single answer without any explanations.",¿Qué se suele dar a los niños durante el Eid en España? Provide a single answer without any explanations.,"A traditional Spanish Eid treat is *polvorones*, a sweet, nutty cookie.",Polvorones and turrón.,"Los niños suelen recibir regalos como dinero, dulces, juguetes o dulces tradicionales durante el Eid en España."
New-su-81,¿Qué ropa suelen llevar los novios en las bodas en España?,What clothes do grooms usually wear at weddings in Spain?,"['traje', 'traje de chaqueta', 'traje negro', 'esmoquin']","['suit', 'black suit', 'tuxedo']",Spain,What clothes do grooms usually wear at weddings in Spain? Provide a single answer without any explanations.,"As a person from Spain, what clothes do grooms usually wear at weddings in Spain? Provide a single answer without any explanations.",¿Qué ropa suelen llevar los novios en las bodas en España? Provide a single answer without any explanations.,"A grooms suit or tuxedo, often paired with a bow tie and dress shoes.",A white suit with a bow tie.,"Los novios suelen llevar trajes formales, con el novio usando un traje oscuro y el novia un vestido elegante."
New-su-82,¿Qué ropa suelen llevar las novias en las bodas en España?,What clothes do brides usually wear at weddings in Spain?,"['vestido blanco', 'un vestido blanco', 'vestidos blancos', 'vestido']","['white dress', 'a white dress', 'white dresses', 'dress']",Spain,What clothes do brides usually wear at weddings in Spain? Provide a single answer without any explanations.,"As a person from Spain, what clothes do brides usually wear at weddings in Spain? Provide a single answer without any explanations.",¿Qué ropa suelen llevar las novias en las bodas en España? Provide a single answer without any explanations.,A white or light-colored dress with a veil.,"A white or pastel-colored dress with a veil, often paired with a traditional Spanish hat like a sombrero or a floral crown.","Las novias suelen llevar vestidos de novia elegantes y formales, a menudo de colores claros como blanco, crema o pastel, con detalles como encajes, pedrería o bordados."
New-su-83,¿Qué comida se suele servir en las bodas en España?,What food is usually served at weddings in Spain?,"['carne', 'marisco', 'pescado', 'jamón ibérico', 'tarta', 'ensaladas']","['meat', 'seafood', 'fish', 'iberian ham', 'cake', 'salads']",Spain,What food is usually served at weddings in Spain? Provide a single answer without any explanations.,"As a person from Spain, what food is usually served at weddings in Spain? Provide a single answer without any explanations.",¿Qué comida se suele servir en las bodas en España? Provide a single answer without any explanations.,"Paella, jamón ibérico, and churros with chocolate.",Paella.,"Paella, jamón ibérico, gazpacho, tortilla española, queso manchego, y embutidos."
New-su-86,¿Cuál es el edificio gubernamental más famoso de España?,What is the most famous government building in Spain?,"['Moncloa', 'La Moncloa', 'Congreso de los Diputados', 'El Congreso de los Diputados']","['moncloa', 'the moncloa', 'the congress of deputies', 'congress of deputies']",Spain,What is the most famous government building in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the most famous government building in Spain? Provide a single answer without any explanations.",¿Cuál es el edificio gubernamental más famoso de España? Provide a single answer without any explanations.,Palacio Real de Madrid.,The Royal Palace of Madrid.,Palacio Real de Madrid.
New-su-88,¿Cuál es el género musical más popular entre la población joven en España?,What is the most popular music genre among the younger population in Spain?,"['pop', 'reguetón', 'reggaeton', 'reggeton', 'rumba']","['popular music', 'reggaeton', 'party']",Spain,What is the most popular music genre among the younger population in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the most popular music genre among the younger population in Spain? Provide a single answer without any explanations.",¿Cuál es el género musical más popular entre la población joven en España? Provide a single answer without any explanations.,Pop and Latin pop.,Pop and Latin pop.,Pop
Ni-en-02,"¿A qué hora suelen salir los estudiantes de secundaria en España cada día? (Indicar en formato HH:MM, por ejemplo, 18:00, 09:00).","What time do middle school students in Spain typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).)","['14:00', '14h', '15:00', '15h', '17.30h', '17:30']","['14:00', '15:00', '17:30']",Spain,"What time do middle school students in Spain typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","As a person from Spain, what time do middle school students in Spain typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","¿A qué hora suelen salir los estudiantes de secundaria en España cada día? (Indicar en formato HH:MM, por ejemplo, 18:00, 09:00). Provide a single answer without any explanations.",17:30,17:30,07:00
Ni-en-03,"¿A qué edad suelen ir las personas a la universidad en España?  (Proporciona la respuesta en números (por ejemplo, 12).)","At what age do people in Spain typically go to university? (Provide Arabic numerals (e.g., 12) only.)","['18', '19', '20']","['18', '19', '20']",Spain,"At what age do people in Spain typically go to university? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Spain, at what age do people in Spain typically go to university? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","¿A qué edad suelen ir las personas a la universidad en España?  (Proporciona la respuesta en números (por ejemplo, 12).) Provide a single answer without any explanations.",1,1,1
Ni-en-06,"¿A partir de qué edad es obligatoria la educación en España?  (Proporciona la respuesta en números (por ejemplo, 12).)","From what age do people need to attend compulsory education in Spain? (Provide Arabic numerals (e.g., 12) only.)",['6'],['6'],Spain,"From what age do people need to attend compulsory education in Spain? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Spain, from what age do people need to attend compulsory education in Spain? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","¿A partir de qué edad es obligatoria la educación en España?  (Proporciona la respuesta en números (por ejemplo, 12).) Provide a single answer without any explanations.",1,1,18
Ni-en-09,¿Cuántos días a la semana asisten los niños al colegio en España? (Proporciona la respuesta en números del 0 al 7).,How many days a week do children attend school in Spain? (Provide Arabic numerals (0~7) only.),"['5', '7']","['5', '7']",Spain,How many days a week do children attend school in Spain? (Provide Arabic numerals (0~7) only.) Provide a single answer without any explanations.,"As a person from Spain, how many days a week do children attend school in Spain? (Provide Arabic numerals (0~7) only.) Provide a single answer without any explanations.",¿Cuántos días a la semana asisten los niños al colegio en España? (Proporciona la respuesta en números del 0 al 7). Provide a single answer without any explanations.,5,5,5
Ni-en-11,"En España, ¿cuánto tiempo (en años) se tarda normalmente en completar un máster? (Proporciona la respuesta en números (por ejemplo, 12).)","In Spain, how long (in years) does a Master's degree typically take to complete? (Provide Arabic numerals (e.g., 12) only.)","['2', '1']","['2', '1']",Spain,"In Spain, how long (in years) does a Master's degree typically take to complete? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Spain, in Spain, how long (in years) does a Master's degree typically take to complete? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","En España, ¿cuánto tiempo (en años) se tarda normalmente en completar un máster? (Proporciona la respuesta en números (por ejemplo, 12).) Provide a single answer without any explanations.",1,1,1
Ni-en-12,¿Cuál es la mejor universidad de España? (Proporciona el nombre oficial.),What is the top university in Spain? (Provide the official name.),"['Universidad de Salamanca', 'Universidad de Barcelona', 'Universidad Complutense de Madrid', 'Complutense de Madrid', 'Universidad Autónoma de Madrid', 'Universidad Pompeu Fabra']","['university of salamanca', 'university of barcelona', 'complutense university of madrid', 'complutense of madrid', 'autonomous university of madrid', 'pompeu fabra university']",Spain,What is the top university in Spain? (Provide the official name.) Provide a single answer without any explanations.,"As a person from Spain, what is the top university in Spain? (Provide the official name.) Provide a single answer without any explanations.",¿Cuál es la mejor universidad de España? (Proporciona el nombre oficial.) Provide a single answer without any explanations.,Universidad Nacional de España (UNED),Universidad Nacional Autónoma de México (UNAM),Universidad Complutense de Madrid.
Ni-en-13,"¿A qué edad se gradúa la mayoría de la gente en España de la universidad? (Proporciona la respuesta en números (por ejemplo, 12).)","At what age do most people in Spain graduate from university? (Provide Arabic numerals (e.g., 12) only.)","['23', '20 - 23', '24', '22']","['23', '20 - 23', '24', '22']",Spain,"At what age do most people in Spain graduate from university? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Spain, at what age do most people in Spain graduate from university? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","¿A qué edad se gradúa la mayoría de la gente en España de la universidad? (Proporciona la respuesta en números (por ejemplo, 12).) Provide a single answer without any explanations.",2,2,1.5
Ni-en-15,"¿A qué edad suelen empezar los niños en España la educación secundaria? (indica la respuesta con un número (por ejemplo, 12).)","At what age do children in Spain generally start middle school? (Provide Arabic numerals (e.g., 12) only.)","['12', '11', '8']","['12', '11', '8']",Spain,"At what age do children in Spain generally start middle school? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Spain, at what age do children in Spain generally start middle school? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","¿A qué edad suelen empezar los niños en España la educación secundaria? (indica la respuesta con un número (por ejemplo, 12).) Provide a single answer without any explanations.","1
",1,1
Ni-en-17,"¿Cuántas horas a la semana trabaja normalmente un trabajador a tiempo completo en España? (Porporciona la respuesta en números, por ejemplo, 12).","How many hours a week does a full-time worker in Spain typically work? (Provide Arabic numerals (e.g., 12) only.)",['40'],['40'],Spain,"How many hours a week does a full-time worker in Spain typically work? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Spain, how many hours a week does a full-time worker in Spain typically work? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","¿Cuántas horas a la semana trabaja normalmente un trabajador a tiempo completo en España? (Porporciona la respuesta en números, por ejemplo, 12). Provide a single answer without any explanations.",40,"1,8",40
Ni-en-19,¿Cuántos días a la semana trabaja un trabajador a tiempo completo en España? (Proporcione solo números arábigos (0~7).),How many days a week does a full-time worker work in Spain? (Provide Arabic numerals (0~7) only.),"['5', '40', '5-6']","['5', '40', '5-6']",Spain,How many days a week does a full-time worker work in Spain? (Provide Arabic numerals (0~7) only.) Provide a single answer without any explanations.,"As a person from Spain, how many days a week does a full-time worker work in Spain? (Provide Arabic numerals (0~7) only.) Provide a single answer without any explanations.",¿Cuántos días a la semana trabaja un trabajador a tiempo completo en España? (Proporcione solo números arábigos (0~7).) Provide a single answer without any explanations.,5,5,5
Ni-en-20,"¿A qué edad comienza a trabajar la mayoría de la gente en España? (Proporciona la respuesta en números, por ejemplo, 12.)","At what age do most people start working in Spain? (Provide Arabic numerals (e.g., 12) only.)","['18', '25', '16', '22']","['18', '25', '16', '22']",Spain,"At what age do most people start working in Spain? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Spain, at what age do most people start working in Spain? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","¿A qué edad comienza a trabajar la mayoría de la gente en España? (Proporciona la respuesta en números, por ejemplo, 12.) Provide a single answer without any explanations.",1,1,1
Ni-en-21,"¿A partir de qué edad se permite trabajar a una persona en España? (Porporciona la respuesta en números, por ejemplo, 12).","From what age is an individual allowed to work in Spain? (Provide Arabic numerals (e.g., 12) only.)","['16', '18']","['16', '18']",Spain,"From what age is an individual allowed to work in Spain? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Spain, from what age is an individual allowed to work in Spain? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","¿A partir de qué edad se permite trabajar a una persona en España? (Porporciona la respuesta en números, por ejemplo, 12). Provide a single answer without any explanations.",1,1,15
Ni-en-31,¿Qué comen tradicionalmente las personas en España el día de Navidad?,What do people in Spain traditionally eat on Christmas Day?,"['marisco', 'gambas', 'turrones', 'turrón', 'pescado al horno', 'asados de carnes', 'carnes', 'pescado', 'jamón', 'carne mechada', 'jamón ibérico', 'bogabante', 'mazapanes']","['seafood', 'prawns', 'nougats', 'nougat', 'baked fish', 'roasted meats', 'meats', 'fish', 'ham', 'shredded meat', 'iberian ham', 'lobster', 'marzipans']",Spain,What do people in Spain traditionally eat on Christmas Day? Provide a single answer without any explanations.,"As a person from Spain, what do people in Spain traditionally eat on Christmas Day? Provide a single answer without any explanations.",¿Qué comen tradicionalmente las personas en España el día de Navidad? Provide a single answer without any explanations.,Paella.,Paella.,"Pavo, jamón, turrón, polvorones, mazapán, y viñedos."
Ni-en-37,¿Cómo se llama el día del año en el que la gente en España celebra el amor y el romanticismo?,What is the name of the day of the year where people in Spain celebrate love and romance?,"['San Valentín', '14 de febrero']","[""valentine's day"", 'february 14']",Spain,What is the name of the day of the year where people in Spain celebrate love and romance? Provide a single answer without any explanations.,"As a person from Spain, what is the name of the day of the year where people in Spain celebrate love and romance? Provide a single answer without any explanations.",¿Cómo se llama el día del año en el que la gente en España celebra el amor y el romanticismo? Provide a single answer without any explanations.,San Valentín,San Valentín.,San Valentín.
Ni-en-40,¿Cuál es la canción de Navidad más popular en España?,What is the most popular Christmas song in Spain?,"['Beben y beben y vuelven a beber', 'Los peces en el río', 'El pequeño tamborilero', 'El tamborilero', 'La canción del tamborilero', 'El burrito sabanero']","['they drink and drink and drink again', 'the fish in the river', 'the little drummer boy', 'the little drummer', 'the little donkey from the savannah']",Spain,What is the most popular Christmas song in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the most popular Christmas song in Spain? Provide a single answer without any explanations.",¿Cuál es la canción de Navidad más popular en España? Provide a single answer without any explanations.,"""Los Villancicos""","""Los Villancicos""","""Los Villancicos"" de Los Chavales de la Zamba."
Nu-in-04,"¿Cuántos semestres hay en cada año académico en los institutos de secundaria en España? (Proporciona la respuesta en números (p. ej., 7, 8).)","How many semesters are there each academic year at high schools in Spain? (Provide in Arabic numerals (e.g., 7, 8) only.)","['3', '2']","['3', '2']",Spain,"How many semesters are there each academic year at high schools in Spain? (Provide in Arabic numerals (e.g., 7, 8) only.) Provide a single answer without any explanations.","As a person from Spain, how many semesters are there each academic year at high schools in Spain? (Provide in Arabic numerals (e.g., 7, 8) only.) Provide a single answer without any explanations.","¿Cuántos semestres hay en cada año académico en los institutos de secundaria en España? (Proporciona la respuesta en números (p. ej., 7, 8).) Provide a single answer without any explanations.",4,4,4
Nu-in-05,¿En qué mes suele comenzar el nuevo año escolar en España? (Proporciona la respuesta en números(1~12).),In which month does the new school year typically begin in Spain? (Provide Arabic numerals (1~12) only.),"['septiembre', '9']","['september', '9']",Spain,In which month does the new school year typically begin in Spain? (Provide Arabic numerals (1~12) only.) Provide a single answer without any explanations.,"As a person from Spain, in which month does the new school year typically begin in Spain? (Provide Arabic numerals (1~12) only.) Provide a single answer without any explanations.",¿En qué mes suele comenzar el nuevo año escolar en España? (Proporciona la respuesta en números(1~12).) Provide a single answer without any explanations.,1,1,1
Nu-in-06,"¿Cuándo se conmemora el Día Nacional del Docente en España? (Indicar en formato MM/DD, por ejemplo, 12/31).","When is National Teacher's Day commemorated in Spain? (Provide in MM/DD format (e.g., 12/31).)","['27 de noviembre', '11/27', '10/03', 'tres de octubre', 'cinco de noviembre', '11/05']","['11/27', '10/03', '11/05']",Spain,"When is National Teacher's Day commemorated in Spain? (Provide in MM/DD format (e.g., 12/31).) Provide a single answer without any explanations.","As a person from Spain, when is National Teacher's Day commemorated in Spain? (Provide in MM/DD format (e.g., 12/31).) Provide a single answer without any explanations.","¿Cuándo se conmemora el Día Nacional del Docente en España? (Indicar en formato MM/DD, por ejemplo, 12/31). Provide a single answer without any explanations.",10/04,10/4,11/05
Nu-in-11,"¿A qué hora comienza la escuela primaria en España? (Proporcionar en formato HH:MM (por ejemplo, 18:00, 09:00).)","At what time does elementary school start in Spain? (Provide in HH:MM format (e.g., 18:00, 09:00).)","['09:00', '9h', '8.30h', '08:30', '8h', '08:00', '10:00', '10h']","['09:00', '08:30', '08:00', '10:00']",Spain,"At what time does elementary school start in Spain? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","As a person from Spain, at what time does elementary school start in Spain? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","¿A qué hora comienza la escuela primaria en España? (Proporcionar en formato HH:MM (por ejemplo, 18:00, 09:00).) Provide a single answer without any explanations.",09:00,08:30,08:00
Nu-in-20,"¿Cuándo se celebra el Día del Niño en España? (Indica en formato MM/DD, por ejemplo, 12/31).","When is Children's Day celebrated in Spain? (Provide in MM/DD format (e.g., 12/31).)","['01/06', 'julio']","['01/06', 'july']",Spain,"When is Children's Day celebrated in Spain? (Provide in MM/DD format (e.g., 12/31).) Provide a single answer without any explanations.","As a person from Spain, when is Children's Day celebrated in Spain? (Provide in MM/DD format (e.g., 12/31).) Provide a single answer without any explanations.","¿Cuándo se celebra el Día del Niño en España? (Indica en formato MM/DD, por ejemplo, 12/31). Provide a single answer without any explanations.",05/05,05/05,05/05
Nu-in-40,¿Cuál es la ciudad principal destino de los buscadores de empleo en España?,Which city is the main destination for job seekers in Spain?,"['Madrid', 'Barcelona']","['madrid', 'barcelona']",Spain,Which city is the main destination for job seekers in Spain? Provide a single answer without any explanations.,"As a person from Spain, which city is the main destination for job seekers in Spain? Provide a single answer without any explanations.",¿Cuál es la ciudad principal destino de los buscadores de empleo en España? Provide a single answer without any explanations.,Barcelona.,Barcelona.,Barcelona.
Sa-en-1,¿Cuál es la cadena de comida rápida más popular de España?,What is Spain's most popular fast food chain?,"['McDonalds', ""Mcdonald's"", 'Macdonals', 'Burger King', 'Kfc']","[""mcdonald's"", 'burger king', 'kentucky fried chicken']",Spain,What is Spain's most popular fast food chain? Provide a single answer without any explanations.,"As a person from Spain, what is Spain's most popular fast food chain? Provide a single answer without any explanations.",¿Cuál es la cadena de comida rápida más popular de España? Provide a single answer without any explanations.,McDonald's.,McDonald's,McDonald's.
