question_id,local_question,en_question,local_answer_valid,en_answer_valid,country,control_prompts,persona_prompts,language_prompts
New-su-77,Τι συνήθως δίνεται στα παιδιά κατά τη διάρκεια του Ειντ στην Ελλάδα;,What is usually given to the children during Eid in Greece?,[],[],Greece,What is usually given to the children during Eid in Greece? Provide a single answer without any explanations.,"As a person from Greece, what is usually given to the children during Eid in Greece? Provide a single answer without any explanations.",Τι συνήθως δίνεται στα παιδιά κατά τη διάρκεια του Ειντ στην Ελλάδα; Provide a single answer without any explanations.
New-su-81,Τι ρούχα συνήθως φορούν οι γαμπροί στους γάμους στην Ελλάδα;,What clothes do grooms usually wear at weddings in Greece?,"['κοστούμι', 'κουστούμι', 'μαύρο κοστούμι', 'πουκάμισο', 'σακάκι', 'suit', 'παντελόνι', 'suit']","['suit', 'black suit', 'shirt', 'jacket', 'trousers']",Greece,What clothes do grooms usually wear at weddings in Greece? Provide a single answer without any explanations.,"As a person from Greece, what clothes do grooms usually wear at weddings in Greece? Provide a single answer without any explanations.",Τι ρούχα συνήθως φορούν οι γαμπροί στους γάμους στην Ελλάδα; Provide a single answer without any explanations.
New-su-82,Τι ρούχα συνήθως φορούν οι νύφες στους γάμους στην Ελλάδα;,What clothes do brides usually wear at weddings in Greece?,"['νυφικό', 'λευκό νυφικό']","['wedding dress', 'white wedding dress']",Greece,What clothes do brides usually wear at weddings in Greece? Provide a single answer without any explanations.,"As a person from Greece, what clothes do brides usually wear at weddings in Greece? Provide a single answer without any explanations.",Τι ρούχα συνήθως φορούν οι νύφες στους γάμους στην Ελλάδα; Provide a single answer without any explanations.
New-su-83,Τι φαγητό συνήθως σερβίρεται στους γάμους στην Ελλάδα;,What food is usually served at weddings in Greece?,"['γαμοπίλαφο', 'κρέας', 'κρέας με συνοδευτικά', 'τούρτα']","['wedding rice pilaf', 'wedding rice', 'meat', 'meat with side dishes', 'cake']",Greece,What food is usually served at weddings in Greece? Provide a single answer without any explanations.,"As a person from Greece, what food is usually served at weddings in Greece? Provide a single answer without any explanations.",Τι φαγητό συνήθως σερβίρεται στους γάμους στην Ελλάδα; Provide a single answer without any explanations.
New-su-86,Ποιο είναι το πιο διάσημο κυβερνητικό κτίριο στην Ελλάδα;,What is the most famous government building in Greece?,"['Βουλή', 'βουλή των Ελλήνων']","['parliament', 'hellenic parliament']",Greece,What is the most famous government building in Greece? Provide a single answer without any explanations.,"As a person from Greece, what is the most famous government building in Greece? Provide a single answer without any explanations.",Ποιο είναι το πιο διάσημο κυβερνητικό κτίριο στην Ελλάδα; Provide a single answer without any explanations.
New-su-88,Ποιο είναι το πιο δημοφιλές είδος μουσικής στο νέους στην Ελλάδα;,What is the most popular music genre among the younger population in Greece?,"['τράπ', 'τραπ', 'ποπ', 'λαική', 'folk pop, popular folk', 'ελληνικό λαϊκό', 'ροκ']","['bank', 'pop', 'laiko', 'rock']",Greece,What is the most popular music genre among the younger population in Greece? Provide a single answer without any explanations.,"As a person from Greece, what is the most popular music genre among the younger population in Greece? Provide a single answer without any explanations.",Ποιο είναι το πιο δημοφιλές είδος μουσικής στο νέους στην Ελλάδα; Provide a single answer without any explanations.
Ni-en-02,"Τι ώρα τελειώνουν συνήθως το σχολείο οι μαθητές του γυμνασίου στην Ελλάδα κάθε μέρα; (Απαντήστε σε μορφή ΩΩ:ΛΛ, π.χ., 18:00, 09:00).","What time do middle school students in Greece typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).)","['14:00', '13:00', '13:30']","['14:00', '13:00', '13:30']",Greece,"What time do middle school students in Greece typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","As a person from Greece, what time do middle school students in Greece typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","Τι ώρα τελειώνουν συνήθως το σχολείο οι μαθητές του γυμνασίου στην Ελλάδα κάθε μέρα; (Απαντήστε σε μορφή ΩΩ:ΛΛ, π.χ., 18:00, 09:00). Provide a single answer without any explanations."
Ni-en-03,"Σε ποια ηλικία συνήθως πηγαίνουν οι άνθρωποι στο πανεπιστήμιο στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς, π.χ., 12.)","At what age do people in Greece typically go to university? (Provide Arabic numerals (e.g., 12) only.)","['18', '19']","['18', '19']",Greece,"At what age do people in Greece typically go to university? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Greece, at what age do people in Greece typically go to university? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","Σε ποια ηλικία συνήθως πηγαίνουν οι άνθρωποι στο πανεπιστήμιο στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς, π.χ., 12.) Provide a single answer without any explanations."
Ni-en-06,"Από ποια ηλικία πρέπει τα άτομα να παρακολουθούν υποχρεωτική εκπαίδευση στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς, π.χ., 12.)","From what age do people need to attend compulsory education in Greece? (Provide Arabic numerals (e.g., 12) only.)","['6', '5']","['6', '5']",Greece,"From what age do people need to attend compulsory education in Greece? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Greece, from what age do people need to attend compulsory education in Greece? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","Από ποια ηλικία πρέπει τα άτομα να παρακολουθούν υποχρεωτική εκπαίδευση στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς, π.χ., 12.) Provide a single answer without any explanations."
Ni-en-09,Πόσες μέρες την εβδομάδα πηγαίνουν τα παιδιά σχολείο στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (0~7).),How many days a week do children attend school in Greece? (Provide Arabic numerals (0~7) only.),['5'],['5'],Greece,How many days a week do children attend school in Greece? (Provide Arabic numerals (0~7) only.) Provide a single answer without any explanations.,"As a person from Greece, how many days a week do children attend school in Greece? (Provide Arabic numerals (0~7) only.) Provide a single answer without any explanations.",Πόσες μέρες την εβδομάδα πηγαίνουν τα παιδιά σχολείο στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (0~7).) Provide a single answer without any explanations.
Ni-en-11,"Στην Ελλάδα, πόσο καιρό (σε χρόνια) χρειάζεται συνήθως για να ολοκληρωθεί ένα μεταπτυχιακό δίπλωμα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (π.χ., 12).)","In Greece, how long (in years) does a Master's degree typically take to complete? (Provide Arabic numerals (e.g., 12) only.)","['2', '3']","['2', '3']",Greece,"In Greece, how long (in years) does a Master's degree typically take to complete? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Greece, in Greece, how long (in years) does a Master's degree typically take to complete? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","Στην Ελλάδα, πόσο καιρό (σε χρόνια) χρειάζεται συνήθως για να ολοκληρωθεί ένα μεταπτυχιακό δίπλωμα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (π.χ., 12).) Provide a single answer without any explanations."
Ni-en-12,Ποιο είναι το κορυφαίο πανεπιστήμιο στην Ελλάδα; (Δώστε το επίσημο όνομα.),What is the top university in Greece? (Provide the official name.),"['Εθνικό και Καποδιστριακό Πανεπιστήμιο Αθηνών', 'Καποδιστριακό Πανεπιστήμιο Αθηνών', 'Εθνικό Καποδιστριακό Πανεπιστήμιο Αθηνών', 'Εθνικό Μετσόβιο Πολυτεχνείο', 'Μετσόβιο Πολυτεχνείο', 'Αριστοτέλειο', 'ΑΠΘ', 'Αριστοτέλειο Πανεπιστήμιο Θεσσαλονίκης', 'Πανεπιστήμιο Μακεδονίας']","['national and kapodistrian university of athens', 'national technical university of athens', 'aristotle university of thessaloniki', 'university of macedonia']",Greece,What is the top university in Greece? (Provide the official name.) Provide a single answer without any explanations.,"As a person from Greece, what is the top university in Greece? (Provide the official name.) Provide a single answer without any explanations.",Ποιο είναι το κορυφαίο πανεπιστήμιο στην Ελλάδα; (Δώστε το επίσημο όνομα.) Provide a single answer without any explanations.
Ni-en-13,"Σε ποια ηλικία οι περισσότεροι άνθρωποι στην Ελλάδα αποφοιτούν από το πανεπιστήμιο; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς, π.χ., 12.)","At what age do most people in Greece graduate from university? (Provide Arabic numerals (e.g., 12) only.)","['25', '22', '23', '24']","['25', '22', '23', '24']",Greece,"At what age do most people in Greece graduate from university? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Greece, at what age do most people in Greece graduate from university? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","Σε ποια ηλικία οι περισσότεροι άνθρωποι στην Ελλάδα αποφοιτούν από το πανεπιστήμιο; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς, π.χ., 12.) Provide a single answer without any explanations."
Ni-en-15,"Σε ποια ηλικία συνήθως τα παιδιά στην Ελλάδα ξεκινούν το γυμνάσιο; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς, π.χ., 12.)","At what age do children in Greece generally start middle school? (Provide Arabic numerals (e.g., 12) only.)","['12', '13', '11']","['12', '13', '11']",Greece,"At what age do children in Greece generally start middle school? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Greece, at what age do children in Greece generally start middle school? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","Σε ποια ηλικία συνήθως τα παιδιά στην Ελλάδα ξεκινούν το γυμνάσιο; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς, π.χ., 12.) Provide a single answer without any explanations."
Ni-en-17,"Πόσες ώρες την εβδομάδα δουλεύει συνήθως ένας πλήρης απασχολούμενος στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς, π.χ., 12.)","How many hours a week does a full-time worker in Greece typically work? (Provide Arabic numerals (e.g., 12) only.)","['40', '8', '12', '45', '50']","['40', '8', '12', '45', '50']",Greece,"How many hours a week does a full-time worker in Greece typically work? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Greece, how many hours a week does a full-time worker in Greece typically work? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","Πόσες ώρες την εβδομάδα δουλεύει συνήθως ένας πλήρης απασχολούμενος στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς, π.χ., 12.) Provide a single answer without any explanations."
Ni-en-19,Πόσες ημέρες την εβδομάδα εργάζεται ένας πλήρης απασχολούμενος στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (0~7).),How many days a week does a full-time worker work in Greece? (Provide Arabic numerals (0~7) only.),"['5', '6', '7']","['5', '6', '7']",Greece,How many days a week does a full-time worker work in Greece? (Provide Arabic numerals (0~7) only.) Provide a single answer without any explanations.,"As a person from Greece, how many days a week does a full-time worker work in Greece? (Provide Arabic numerals (0~7) only.) Provide a single answer without any explanations.",Πόσες ημέρες την εβδομάδα εργάζεται ένας πλήρης απασχολούμενος στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (0~7).) Provide a single answer without any explanations.
Ni-en-20,"Σε ποια ηλικία οι περισσότεροι άνθρωποι αρχίζουν να εργάζονται στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (π.χ., 12).)","At what age do most people start working in Greece? (Provide Arabic numerals (e.g., 12) only.)","['18', '23', '24', '20']","['18', '23', '24', '20']",Greece,"At what age do most people start working in Greece? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Greece, at what age do most people start working in Greece? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","Σε ποια ηλικία οι περισσότεροι άνθρωποι αρχίζουν να εργάζονται στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (π.χ., 12).) Provide a single answer without any explanations."
Ni-en-21,"Από ποια ηλικία επιτρέπεται σε ένα άτομο να εργαστεί στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (π.χ., 12).)","From what age is an individual allowed to work in Greece? (Provide Arabic numerals (e.g., 12) only.)","['18', '15']","['18', '15']",Greece,"From what age is an individual allowed to work in Greece? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Greece, from what age is an individual allowed to work in Greece? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","Από ποια ηλικία επιτρέπεται σε ένα άτομο να εργαστεί στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (π.χ., 12).) Provide a single answer without any explanations."
Ni-en-31,Τι τρώνε παραδοσιακά οι άνθρωποι στην Ελλάδα την ημέρα των Χριστουγέννων;,What do people in Greece traditionally eat on Christmas Day?,"['γαλοπούλα', 'κοτόπουλο', 'κότα', 'μελομακάρονα', 'κουραμπιέδες', 'χοιρινό', 'χοιρινή τηγανιά']","['turkey', 'chicken', 'melomakarona', 'kourabiedes', 'pork', 'pan-fried pork']",Greece,What do people in Greece traditionally eat on Christmas Day? Provide a single answer without any explanations.,"As a person from Greece, what do people in Greece traditionally eat on Christmas Day? Provide a single answer without any explanations.",Τι τρώνε παραδοσιακά οι άνθρωποι στην Ελλάδα την ημέρα των Χριστουγέννων; Provide a single answer without any explanations.
Ni-en-37,Πώς ονομάζεται η ημέρα του χρόνου κατά την οποία οι άνθρωποι στην Ελλάδα γιορτάζουν την αγάπη και τον έρωτα;,What is the name of the day of the year where people in Greece celebrate love and romance?,"['Αγίου Βαλεντίνου', 'γιορτή Αγίου Βαλεντίνου']","[""saint valentine's"", ""saint valentine's day""]",Greece,What is the name of the day of the year where people in Greece celebrate love and romance? Provide a single answer without any explanations.,"As a person from Greece, what is the name of the day of the year where people in Greece celebrate love and romance? Provide a single answer without any explanations.",Πώς ονομάζεται η ημέρα του χρόνου κατά την οποία οι άνθρωποι στην Ελλάδα γιορτάζουν την αγάπη και τον έρωτα; Provide a single answer without any explanations.
Ni-en-40,Ποιο είναι το πιο δημοφιλές Χριστουγεννιάτικο τραγούδι στην Ελλάδα;,What is the most popular Christmas song in Greece?,"['Χριστούγεννα', 'Χριστούγεννα της Βανδή', 'κάλαντα', 'τρίγωνα κάλαντα', 'last Christmas', 'μικρός τυμπανιστής', ' Άγια Νύχτα']","['christmas', ""vandi's christmas"", 'carols', 'christmas carols', 'last christmas', 'little drummer']",Greece,What is the most popular Christmas song in Greece? Provide a single answer without any explanations.,"As a person from Greece, what is the most popular Christmas song in Greece? Provide a single answer without any explanations.",Ποιο είναι το πιο δημοφιλές Χριστουγεννιάτικο τραγούδι στην Ελλάδα; Provide a single answer without any explanations.
Nu-in-04,"Πόσα εξάμηνα υπάρχουν κάθε ακαδημαϊκό έτος στα λύκεια στην Ελλάδα; (Δώστε μόνο σε αραβικούς αριθμούς (π.χ., 7, 8).)","How many semesters are there each academic year at high schools in Greece? (Provide in Arabic numerals (e.g., 7, 8) only.)","['2', '12']","['2', '12']",Greece,"How many semesters are there each academic year at high schools in Greece? (Provide in Arabic numerals (e.g., 7, 8) only.) Provide a single answer without any explanations.","As a person from Greece, how many semesters are there each academic year at high schools in Greece? (Provide in Arabic numerals (e.g., 7, 8) only.) Provide a single answer without any explanations.","Πόσα εξάμηνα υπάρχουν κάθε ακαδημαϊκό έτος στα λύκεια στην Ελλάδα; (Δώστε μόνο σε αραβικούς αριθμούς (π.χ., 7, 8).) Provide a single answer without any explanations."
Nu-in-05,Σε ποιον μήνα συνήθως αρχίζει το νέο σχολικό έτος στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (1~12).),In which month does the new school year typically begin in Greece? (Provide Arabic numerals (1~12) only.),"['9', '7']","['9', '7']",Greece,In which month does the new school year typically begin in Greece? (Provide Arabic numerals (1~12) only.) Provide a single answer without any explanations.,"As a person from Greece, in which month does the new school year typically begin in Greece? (Provide Arabic numerals (1~12) only.) Provide a single answer without any explanations.",Σε ποιον μήνα συνήθως αρχίζει το νέο σχολικό έτος στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (1~12).) Provide a single answer without any explanations.
Nu-in-06,"Πότε εορτάζεται η Εθνική Ημέρα του Εκπαιδευτικού στην Ελλάδα; (Απαντήστε σε μορφή ΜΜ/ΗΗ π.χ., 12/31).","When is National Teacher's Day commemorated in Greece? (Provide in MM/DD format (e.g., 12/31).)","['10/05', '01/30']","['10/05', '01/30']",Greece,"When is National Teacher's Day commemorated in Greece? (Provide in MM/DD format (e.g., 12/31).) Provide a single answer without any explanations.","As a person from Greece, when is National Teacher's Day commemorated in Greece? (Provide in MM/DD format (e.g., 12/31).) Provide a single answer without any explanations.","Πότε εορτάζεται η Εθνική Ημέρα του Εκπαιδευτικού στην Ελλάδα; (Απαντήστε σε μορφή ΜΜ/ΗΗ π.χ., 12/31). Provide a single answer without any explanations."
Nu-in-11,"Τι ώρα αρχίζει το δημοτικό σχολείο στην Ελλάδα; (Απαντήστε σε μορφή ΩΩ:ΛΛ, π.χ., 18:00, 09:00).","At what time does elementary school start in Greece? (Provide in HH:MM format (e.g., 18:00, 09:00).)","['08:00', '08:20', '08:15', '09:00']","['08:00', '08:20', '08:15', '09:00']",Greece,"At what time does elementary school start in Greece? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","As a person from Greece, at what time does elementary school start in Greece? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","Τι ώρα αρχίζει το δημοτικό σχολείο στην Ελλάδα; (Απαντήστε σε μορφή ΩΩ:ΛΛ, π.χ., 18:00, 09:00). Provide a single answer without any explanations."
Nu-in-20,"Πότε γιορτάζεται η Ημέρα του Παιδιού στην Ελλάδα; (Απαντήστε σε μορφή ΜΜ/ΗΗ π.χ., 12/31).","When is Children's Day celebrated in Greece? (Provide in MM/DD format (e.g., 12/31).)",['11/20'],['11/20'],Greece,"When is Children's Day celebrated in Greece? (Provide in MM/DD format (e.g., 12/31).) Provide a single answer without any explanations.","As a person from Greece, when is Children's Day celebrated in Greece? (Provide in MM/DD format (e.g., 12/31).) Provide a single answer without any explanations.","Πότε γιορτάζεται η Ημέρα του Παιδιού στην Ελλάδα; (Απαντήστε σε μορφή ΜΜ/ΗΗ π.χ., 12/31). Provide a single answer without any explanations."
Nu-in-40,Ποια πόλη είναι ο κύριος προορισμός για τους αναζητούντες εργασία στην Ελλάδα;,Which city is the main destination for job seekers in Greece?,"['Αθήνα', 'Θεσσαλονίκη']","['athens', 'thessaloniki']",Greece,Which city is the main destination for job seekers in Greece? Provide a single answer without any explanations.,"As a person from Greece, which city is the main destination for job seekers in Greece? Provide a single answer without any explanations.",Ποια πόλη είναι ο κύριος προορισμός για τους αναζητούντες εργασία στην Ελλάδα; Provide a single answer without any explanations.
Sa-en-1,Ποια είναι η πιο δημοφιλής αλυσίδα fast food στην Ελλάδα;,What is Greece's most popular fast food chain?,"[""Goody's"", ""McDonald's"", 'KFC']","[""goody's"", 'goodies', ""mcdonald's"", 'kfc']",Greece,What is Greece's most popular fast food chain? Provide a single answer without any explanations.,"As a person from Greece, what is Greece's most popular fast food chain? Provide a single answer without any explanations.",Ποια είναι η πιο δημοφιλής αλυσίδα fast food στην Ελλάδα; Provide a single answer without any explanations.
Sa-en-13,Ποιο είναι το φαγητό που διχάζει περισσότερο (είτε το αγαπούν είτε το μισούν) στην Ελλάδα;,What is the food that is most divisive (either love or hate) in Greece?,"['μπάμιες', 'μουσακά', 'παντζαροσαλάτα', 'γεμιστά']","['okra', 'moussaka', 'beetroot salad', 'stuffed vegetables']",Greece,What is the food that is most divisive (either love or hate) in Greece? Provide a single answer without any explanations.,"As a person from Greece, what is the food that is most divisive (either love or hate) in Greece? Provide a single answer without any explanations.",Ποιο είναι το φαγητό που διχάζει περισσότερο (είτε το αγαπούν είτε το μισούν) στην Ελλάδα; Provide a single answer without any explanations.
Sa-en-16,Ποια είναι η πιο δημοφιλής ποδοσφαιρική ομάδα μεταξύ των ανθρώπων από την Ελλάδα;,What is the most popular soccer team among the people from Greece?,"['Ολυμπιακός', 'Παναθηναϊκός', 'ΑΕΚ']","['olympiacos', 'panathinaikos', 'aek']",Greece,What is the most popular soccer team among the people from Greece? Provide a single answer without any explanations.,"As a person from Greece, what is the most popular soccer team among the people from Greece? Provide a single answer without any explanations.",Ποια είναι η πιο δημοφιλής ποδοσφαιρική ομάδα μεταξύ των ανθρώπων από την Ελλάδα; Provide a single answer without any explanations.
Sa-en-22,Ποιο είναι το πιο διάσημο πανεπιστήμιο στην Ελλάδα γνωστό για την αθλητική του ομάδα;,What is the most famous university in Greece known for its sports team?,"['Πανεπιστήμιο Κρήτης', 'της Κρήτης']",['university of crete'],Greece,What is the most famous university in Greece known for its sports team? Provide a single answer without any explanations.,"As a person from Greece, what is the most famous university in Greece known for its sports team? Provide a single answer without any explanations.",Ποιο είναι το πιο διάσημο πανεπιστήμιο στην Ελλάδα γνωστό για την αθλητική του ομάδα; Provide a single answer without any explanations.
Sa-en-31,Ποιο είναι το πιο δημοφιλές κατοικίδιο ζώο στις ελληνικές οικογένειες;,What is Greece's most popular family pet?,"['σκύλος', 'γάτα']","['dog', 'cat']",Greece,What is Greece's most popular family pet? Provide a single answer without any explanations.,"As a person from Greece, what is Greece's most popular family pet? Provide a single answer without any explanations.",Ποιο είναι το πιο δημοφιλές κατοικίδιο ζώο στις ελληνικές οικογένειες; Provide a single answer without any explanations.
Sa-en-32,Ποια είναι η πιο δημοφιλής οικογενειακή τηλεοπτική εκπομπή στην Ελλάδα;,What is the most popular family TV show in Greece?,"['Σασμός', 'Στο Παρά Πέντε']","['rift', 'in the nick of time']",Greece,What is the most popular family TV show in Greece? Provide a single answer without any explanations.,"As a person from Greece, what is the most popular family TV show in Greece? Provide a single answer without any explanations.",Ποια είναι η πιο δημοφιλής οικογενειακή τηλεοπτική εκπομπή στην Ελλάδα; Provide a single answer without any explanations.
Sa-en-37,Ποιο είναι το πιο δημοφιλές οικογενειακό επιτραπέζιο παιχνίδι στην Ελλάδα;,What is the most popular family boardgame in Greece?,"['μονόπολη', 'Monopoly', 'Uno', 'τάβλι', 'Trivial Pursuit']","['monopoly', 'uno', 'backgammon', 'trivial pursuit']",Greece,What is the most popular family boardgame in Greece? Provide a single answer without any explanations.,"As a person from Greece, what is the most popular family boardgame in Greece? Provide a single answer without any explanations.",Ποιο είναι το πιο δημοφιλές οικογενειακό επιτραπέζιο παιχνίδι στην Ελλάδα; Provide a single answer without any explanations.
Sa-en-6,Ποιο είναι το πιο δημοφιλές φαγητό σε πακέτο στην Ελλάδα;,What is the most popular takeaway food in Greece?,"['γύρος', 'σουβλάκι', 'σουβλάκια', 'πίτσα']","['gyro', 'souvlaki', 'pizza']",Greece,What is the most popular takeaway food in Greece? Provide a single answer without any explanations.,"As a person from Greece, what is the most popular takeaway food in Greece? Provide a single answer without any explanations.",Ποιο είναι το πιο δημοφιλές φαγητό σε πακέτο στην Ελλάδα; Provide a single answer without any explanations.
Sa-en-7,Ποια είναι δημοφιλή σνακ στην Ελλάδα;,What are popular snacks in Greece?,"['πατατάκια', 'σουβλάκι', 'μπουγάτσα', 'τυρόπιτα', 'κρεατόπιτα', 'ξηροί καρποί', 'φρούτα', 'γιαούρτι', 'λάκτα', 'Ίον']","['potato chips', 'souvlaki', 'bougatsa', 'cheese pie', 'meat pie', 'nuts', 'fruits', 'yogurt', 'lacta', 'ion']",Greece,What are popular snacks in Greece? Provide a single answer without any explanations.,"As a person from Greece, what are popular snacks in Greece? Provide a single answer without any explanations.",Ποια είναι δημοφιλή σνακ στην Ελλάδα; Provide a single answer without any explanations.
Sa-en-9,Τι τρώνε οι άνθρωποι από την Ελλάδα στην παραλία;,What do people from Greece eat at the beach?,"['σάντουιτς', 'τοστ', 'φρούτα', 'τυρόπιτα', 'κλαμπ σαντουιτς', 'κεφτεδες', 'χάμπουργκερ', 'μπέργκερ', 'πατατάκια']","['sandwich', 'toast', 'fruits', 'cheese pie', 'club sandwich', 'meatballs', 'burger', 'potato chips']",Greece,What do people from Greece eat at the beach? Provide a single answer without any explanations.,"As a person from Greece, what do people from Greece eat at the beach? Provide a single answer without any explanations.",Τι τρώνε οι άνθρωποι από την Ελλάδα στην παραλία; Provide a single answer without any explanations.
Ta-pe-10,"Σε ποια ηλικία συνήθως παντρεύονται οι άνδρες στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς, π.χ., 20.)","At what age do men usually get married in Greece? (Provide Arabic numerals (e.g., 20) only.)","['30', '28', '32']","['30', '28', '32']",Greece,"At what age do men usually get married in Greece? (Provide Arabic numerals (e.g., 20) only.) Provide a single answer without any explanations.","As a person from Greece, at what age do men usually get married in Greece? (Provide Arabic numerals (e.g., 20) only.) Provide a single answer without any explanations.","Σε ποια ηλικία συνήθως παντρεύονται οι άνδρες στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς, π.χ., 20.) Provide a single answer without any explanations."
Ta-pe-11,"Σε ποια ηλικία συνήθως παντρεύονται οι γυναίκες στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (π.χ., 20).)","At what age do women usually get married in Greece? (Provide Arabic numerals (e.g., 20) only.)","['27', '35', '30', '26']","['27', '35', '30', '26']",Greece,"At what age do women usually get married in Greece? (Provide Arabic numerals (e.g., 20) only.) Provide a single answer without any explanations.","As a person from Greece, at what age do women usually get married in Greece? (Provide Arabic numerals (e.g., 20) only.) Provide a single answer without any explanations.","Σε ποια ηλικία συνήθως παντρεύονται οι γυναίκες στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (π.χ., 20).) Provide a single answer without any explanations."
Ta-pe-13,"Στη γενιά των γονιών σας, ποιος ήταν ο μέσος όρος των μελών στην οικογένειά τους στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς, π.χ. 20.)","In your parents' generation, what was the average number of members in their family in Greece? (Provide Arabic numerals (e.g., 20) only.)","['4', '5']","['4', '5']",Greece,"In your parents' generation, what was the average number of members in their family in Greece? (Provide Arabic numerals (e.g., 20) only.) Provide a single answer without any explanations.","As a person from Greece, in your parents' generation, what was the average number of members in their family in Greece? (Provide Arabic numerals (e.g., 20) only.) Provide a single answer without any explanations.","Στη γενιά των γονιών σας, ποιος ήταν ο μέσος όρος των μελών στην οικογένειά τους στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς, π.χ. 20.) Provide a single answer without any explanations."
Ta-pe-17,"Στους Ολυμπιακούς Αγώνες, ποιο άθλημα είναι το πιο δημοφιλές στην Ελλάδα;","In the Olympic Games, which sport is the most popular in Greece?","['στίβος', 'πόλο', 'υδατοσφαίριση', 'ενόργανη γυμναστική', 'ενόργανη']","['track and field', 'water polo', 'gymnastics']",Greece,"In the Olympic Games, which sport is the most popular in Greece? Provide a single answer without any explanations.","As a person from Greece, in the Olympic Games, which sport is the most popular in Greece? Provide a single answer without any explanations.","Στους Ολυμπιακούς Αγώνες, ποιο άθλημα είναι το πιο δημοφιλές στην Ελλάδα; Provide a single answer without any explanations."
